,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,FamilySize,IsAlone,AgeGroup,Title,Embarked_C,Embarked_Q,Embarked_S
338,1,2,0,3,1,1,18.75,2,0,"[0, 20)",Master,0,0,1
339,0,3,0,21,0,0,7.7750001,0,0,"[20, 40)",Mr,0,0,1
340,0,3,1,6,3,1,25.4667,4,0,"[0, 20)",Miss,0,0,1
341,0,3,0,27,0,0,7.8958001,0,0,"[20, 40)",Mr,0,0,1
342,0,3,0,21,0,0,6.8583002,0,0,"[20, 40)",Mr,0,1,0
343,1,1,1,33,1,0,90.0,1,1,"[20, 40)",Miss,0,1,0
344,0,2,0,35,0,0,0.0,0,0,"[20, 40)",Mr,0,0,1
345,1,3,0,44,0,0,7.9250002,0,0,"[40, 60)",Mr,0,0,1
346,0,3,1,30,0,0,8.0500002,0,0,"[20, 40)",Mrs,0,0,1
347,1,2,1,34,1,1,32.5,2,0,"[20, 40)",Mrs,0,0,1
348,1,2,1,18,0,2,13.0,2,0,"[0, 20)",Miss,0,0,1
349,0,2,0,30,0,0,13.0,0,0,"[20, 40)",Mr,0,0,1
350,0,3,1,10,0,2,24.15,2,0,"[0, 20)",Miss,0,0,1
351,0,3,0,27,0,0,7.8958001,0,0,"[20, 40)",Mr,1,0,0
352,0,3,0,21,0,0,7.7333002,0,0,"[20, 40)",Mr,0,1,0
353,0,3,0,29,0,0,7.875,0,0,"[20, 40)",Mr,0,0,1
354,0,3,1,28,1,1,14.4,2,0,"[20, 40)",Mrs,0,0,1
355,0,3,0,18,1,1,20.2125,2,0,"[0, 20)",Mr,0,0,1
356,0,3,0,30,0,0,7.25,0,0,"[20, 40)",Mr,0,0,1
357,1,2,1,28,1,0,26.0,1,1,"[20, 40)",Mrs,0,0,1
358,1,2,1,19,0,0,26.0,0,0,"[0, 20)",Miss,0,0,1
359,0,3,0,35,0,0,7.75,0,0,"[20, 40)",Mr,0,1,0
360,1,3,0,32,0,0,8.0500002,0,0,"[20, 40)",Mr,0,0,1
361,1,1,0,28,0,0,26.549999,0,0,"[20, 40)",Mr,0,0,1
362,1,3,1,26,1,0,16.1,1,1,"[20, 40)",Mrs,0,0,1
363,1,2,1,42,1,0,26.0,1,1,"[40, 60)",Mrs,0,0,1
364,0,3,0,17,0,0,7.125,0,0,"[0, 20)",Mr,0,0,1
365,0,1,0,50,1,0,55.900002,1,1,"[40, 60)",Mr,0,0,1
366,1,1,1,14,1,2,120.0,3,0,"[0, 20)",Miss,0,0,1
367,0,3,1,21,2,2,34.375,4,0,"[20, 40)",Miss,0,0,1
368,1,2,1,24,2,3,18.75,5,0,"[20, 40)",Mrs,0,0,1
369,0,1,0,64,1,4,263.0,5,0,"[60, 80)",Mr,0,0,1
370,0,2,0,31,0,0,10.5,0,0,"[20, 40)",Mr,0,0,1
371,1,2,1,45,1,1,26.25,2,0,"[40, 60)",Mrs,0,0,1
372,0,3,0,20,0,0,9.5,0,0,"[20, 40)",Mr,0,0,1
373,0,3,0,25,1,0,7.7750001,1,1,"[20, 40)",Mr,0,0,1
374,1,2,1,28,0,0,13.0,0,0,"[20, 40)",Miss,0,0,1
375,1,3,0,23,0,0,8.1125002,0,0,"[20, 40)",Mr,0,0,1
376,1,1,0,4,0,2,81.858299,2,0,"[0, 20)",Master,0,0,1
377,1,2,1,13,0,1,19.5,1,1,"[0, 20)",Miss,0,0,1
378,1,1,0,34,0,0,26.549999,0,0,"[20, 40)",Mr,0,0,1
379,1,3,1,5,2,1,19.258301,3,0,"[0, 20)",Miss,1,0,0
380,1,1,0,52,0,0,30.5,0,0,"[40, 60)",Valued Profession,0,0,1
381,0,2,0,36,1,2,27.75,3,0,"[20, 40)",Mr,0,0,1
382,0,3,0,23,1,0,19.9667,1,1,"[20, 40)",Mr,0,0,1
383,0,1,0,30,0,0,27.75,0,0,"[20, 40)",Mr,1,0,0
384,1,1,0,49,1,0,89.104202,1,1,"[40, 60)",Mr,1,0,0
385,0,3,0,30,0,0,8.0500002,0,0,"[20, 40)",Mr,0,0,1
386,1,3,0,29,0,0,7.8958001,0,0,"[20, 40)",Mr,1,0,0
387,0,1,0,65,0,0,26.549999,0,0,"[60, 80)",Mr,0,0,1
388,1,1,1,43,1,0,51.862499,1,1,"[40, 60)",Mrs,0,0,1
389,1,2,1,50,0,0,10.5,0,0,"[40, 60)",Miss,0,0,1
390,0,3,0,35,0,0,7.75,0,0,"[20, 40)",Mr,0,1,0
391,1,1,0,48,0,0,26.549999,0,0,"[40, 60)",Mr,0,0,1
392,0,3,0,34,0,0,8.0500002,0,0,"[20, 40)",Mr,0,0,1
393,0,1,0,47,0,0,38.5,0,0,"[40, 60)",Mr,0,0,1
394,0,2,0,48,0,0,13.0,0,0,"[40, 60)",Mr,0,0,1
395,0,3,0,30,0,0,8.0500002,0,0,"[20, 40)",Mr,0,0,1
396,0,3,0,38,0,0,7.0500002,0,0,"[20, 40)",Mr,0,0,1
397,0,2,0,35,0,0,0.0,0,0,"[20, 40)",Mr,0,0,1
398,0,1,0,56,0,0,26.549999,0,0,"[40, 60)",Mr,0,0,1
399,0,3,0,20,0,0,7.7249999,0,0,"[20, 40)",Mr,0,1,0
400,1,3,1,0,2,1,19.258301,3,0,"[0, 20)",Miss,1,0,0
401,0,3,0,30,0,0,7.25,0,0,"[20, 40)",Mr,0,0,1
402,0,3,0,38,0,0,8.6625004,0,0,"[20, 40)",Mr,0,0,1
403,1,2,1,33,1,2,27.75,3,0,"[20, 40)",Mrs,0,0,1
404,1,2,1,23,0,0,13.7917,0,0,"[20, 40)",Mrs,1,0,0
405,0,3,1,22,0,0,9.8374996,0,0,"[20, 40)",Miss,0,0,1
406,0,1,0,44,0,0,52.0,0,0,"[40, 60)",Mr,0,0,1
407,0,2,0,34,1,0,21.0,1,1,"[20, 40)",Mr,0,0,1
408,0,3,0,29,1,0,7.0458002,1,1,"[20, 40)",Mr,0,0,1
409,0,3,0,22,0,0,7.5208001,0,0,"[20, 40)",Mr,0,0,1
410,1,3,1,2,0,1,12.2875,1,1,"[0, 20)",Miss,0,0,1
411,0,3,0,9,5,2,46.900002,7,0,"[0, 20)",Master,0,0,1
412,0,2,0,35,0,0,0.0,0,0,"[20, 40)",Mr,0,0,1
413,0,3,0,50,0,0,8.0500002,0,0,"[40, 60)",Mr,0,0,1
414,1,3,1,63,0,0,9.5874996,0,0,"[60, 80)",Mrs,0,0,1
415,1,1,0,25,1,0,91.079201,1,1,"[20, 40)",Mr,1,0,0
416,0,3,1,6,3,1,25.4667,4,0,"[0, 20)",Miss,0,0,1
417,1,1,1,35,1,0,90.0,1,1,"[20, 40)",Mrs,0,0,1
418,0,1,0,58,0,0,29.700001,0,0,"[40, 60)",Mr,1,0,0
419,0,3,0,30,0,0,8.0500002,0,0,"[20, 40)",Mr,0,0,1
420,1,3,0,9,1,1,15.9,2,0,"[0, 20)",Master,0,0,1
421,0,3,0,23,1,0,19.9667,1,1,"[20, 40)",Mr,0,0,1
422,0,3,0,21,0,0,7.25,0,0,"[20, 40)",Mr,0,0,1
423,0,1,0,55,0,0,30.5,0,0,"[40, 60)",Mr,0,0,1
424,0,1,0,71,0,0,49.5042,0,0,"[60, 80)",Mr,1,0,0
425,0,3,0,21,0,0,8.0500002,0,0,"[20, 40)",Mr,0,0,1
426,0,3,0,17,0,0,14.4583,0,0,"[0, 20)",Mr,1,0,0
427,1,1,1,54,1,0,78.266701,1,1,"[40, 60)",Miss,1,0,0
428,0,3,0,26,0,0,15.1,0,0,"[20, 40)",Mr,0,0,1
429,0,1,1,25,1,2,151.55,3,0,"[20, 40)",Mrs,0,0,1
430,0,3,0,24,0,0,7.7958002,0,0,"[20, 40)",Mr,0,0,1
431,0,3,0,17,0,0,8.6625004,0,0,"[0, 20)",Mr,0,0,1
432,0,3,1,21,0,0,7.75,0,0,"[20, 40)",Miss,0,1,0
433,0,3,1,26,0,0,7.6292,0,0,"[20, 40)",Miss,0,1,0
434,0,3,1,37,0,0,9.5874996,0,0,"[20, 40)",Miss,0,0,1
435,1,1,1,16,0,0,86.5,0,0,"[0, 20)",Miss,0,0,1
436,0,1,0,18,1,0,108.9,1,1,"[0, 20)",Mr,1,0,0
437,1,2,1,33,0,2,26.0,2,0,"[20, 40)",Mrs,0,0,1
438,1,1,0,49,0,0,26.549999,0,0,"[40, 60)",Mr,0,0,1
439,0,3,0,28,0,0,22.525,0,0,"[20, 40)",Mr,0,0,1
440,1,3,0,26,0,0,56.4958,0,0,"[20, 40)",Mr,0,0,1
441,1,3,0,29,0,0,7.75,0,0,"[20, 40)",Mr,0,1,0
442,0,3,0,30,0,0,8.0500002,0,0,"[20, 40)",Mr,0,0,1
443,1,1,0,36,0,0,26.2875,0,0,"[20, 40)",Mr,0,0,1
444,1,1,1,54,1,0,59.400002,1,1,"[40, 60)",Mrs,1,0,0
445,0,3,0,24,0,0,7.4958,0,0,"[20, 40)",Mr,0,0,1
446,0,1,0,47,0,0,34.020802,0,0,"[40, 60)",Mr,0,0,1
447,1,2,1,34,0,0,10.5,0,0,"[20, 40)",Mrs,0,0,1
448,0,3,0,34,0,0,24.15,0,0,"[20, 40)",Mr,0,1,0
449,1,2,1,36,1,0,26.0,1,1,"[20, 40)",Mrs,0,0,1
450,0,3,0,32,0,0,7.8958001,0,0,"[20, 40)",Mr,0,0,1
451,1,1,1,30,0,0,93.5,0,0,"[20, 40)",Miss,0,0,1
452,0,3,0,22,0,0,7.8958001,0,0,"[20, 40)",Mr,0,0,1
453,0,3,0,29,0,0,7.2249999,0,0,"[20, 40)",Mr,1,0,0
454,1,1,1,44,0,1,57.979198,1,1,"[40, 60)",Mrs,1,0,0
455,0,3,0,22,0,0,7.2291999,0,0,"[20, 40)",Mr,1,0,0
456,0,3,0,40,0,0,7.75,0,0,"[40, 60)",Mr,0,1,0
457,1,2,1,50,0,0,10.5,0,0,"[40, 60)",Miss,0,0,1
458,0,1,0,38,0,0,221.77921,0,0,"[20, 40)",Mr,0,0,1
459,0,3,0,39,0,0,7.9250002,0,0,"[20, 40)",Mr,0,0,1
460,0,2,0,23,2,1,11.5,3,0,"[20, 40)",Mr,0,0,1
461,1,2,1,2,1,1,26.0,2,0,"[0, 20)",Miss,0,0,1
462,0,3,0,22,0,0,7.2291999,0,0,"[20, 40)",Mr,1,0,0
463,0,3,0,17,1,1,7.2291999,2,0,"[0, 20)",Mr,1,0,0
464,1,3,1,6,0,2,22.358299,2,0,"[0, 20)",Mrs,1,0,0
465,1,2,1,29,0,0,10.5,0,0,"[20, 40)",Mrs,0,0,1
466,0,3,0,19,0,0,8.1583004,0,0,"[0, 20)",Mr,0,0,1
467,1,3,1,17,4,2,7.9250002,6,0,"[0, 20)",Miss,0,0,1
468,0,3,0,26,2,0,8.6625004,2,0,"[20, 40)",Mr,0,0,1
469,0,2,0,32,0,0,10.5,0,0,"[20, 40)",Mr,0,0,1
470,0,3,1,16,5,2,46.900002,7,0,"[0, 20)",Miss,0,0,1
471,0,2,0,21,0,0,73.5,0,0,"[20, 40)",Mr,0,0,1
472,0,3,0,26,1,0,14.4542,1,1,"[20, 40)",Mr,1,0,0
473,1,3,0,32,0,0,56.4958,0,0,"[20, 40)",Mr,0,0,1
474,0,3,0,25,0,0,7.6500001,0,0,"[20, 40)",Mr,0,0,1
475,0,3,0,27,0,0,7.8958001,0,0,"[20, 40)",Mr,0,0,1
476,0,3,0,30,0,0,8.0500002,0,0,"[20, 40)",Mr,0,0,1
477,1,2,0,0,0,2,29.0,2,0,"[0, 20)",Master,0,0,1
478,1,3,1,30,0,0,12.475,0,0,"[20, 40)",Miss,0,0,1
479,0,3,0,22,0,0,9.0,0,0,"[20, 40)",Mr,0,0,1
480,1,3,0,29,0,0,9.5,0,0,"[20, 40)",Mr,0,0,1
481,1,3,1,23,0,0,7.7874999,0,0,"[20, 40)",Miss,0,1,0
482,0,1,0,28,0,0,47.099998,0,0,"[20, 40)",Mr,0,0,1
483,1,2,1,17,0,0,10.5,0,0,"[0, 20)",Miss,0,0,1
484,1,3,1,33,3,0,15.85,3,0,"[20, 40)",Mrs,0,0,1
485,0,3,0,16,1,3,34.375,4,0,"[0, 20)",Mr,0,0,1
486,0,3,0,30,0,0,8.0500002,0,0,"[20, 40)",Mr,0,0,1
487,1,1,1,23,3,2,263.0,5,0,"[20, 40)",Miss,0,0,1
488,0,3,0,24,0,0,8.0500002,0,0,"[20, 40)",Mr,0,0,1
489,0,3,0,29,0,0,8.0500002,0,0,"[20, 40)",Mr,0,0,1
490,0,3,0,20,0,0,7.8541999,0,0,"[20, 40)",Mr,0,0,1
491,0,1,0,46,1,0,61.174999,1,1,"[40, 60)",Mr,0,0,1
492,0,3,0,26,1,2,20.575001,3,0,"[20, 40)",Mr,0,0,1
493,0,3,0,59,0,0,7.25,0,0,"[40, 60)",Mr,0,0,1
494,0,3,0,30,0,0,8.0500002,0,0,"[20, 40)",Mr,0,0,1
495,0,1,0,71,0,0,34.654202,0,0,"[60, 80)",Mr,1,0,0
496,1,1,0,23,0,1,63.358299,1,1,"[20, 40)",Mr,1,0,0
497,1,2,1,34,0,1,23.0,1,1,"[20, 40)",Mrs,0,0,1
498,0,2,0,34,1,0,26.0,1,1,"[20, 40)",Mr,0,0,1
499,0,3,1,28,0,0,7.8958001,0,0,"[20, 40)",Miss,0,0,1
500,0,3,0,27,0,0,7.8958001,0,0,"[20, 40)",Mr,0,0,1
501,0,1,0,21,0,1,77.287498,1,1,"[20, 40)",Mr,0,0,1
502,0,3,0,33,0,0,8.6541996,0,0,"[20, 40)",Mr,0,0,1
503,0,3,0,37,2,0,7.9250002,2,0,"[20, 40)",Mr,0,0,1
504,0,3,0,28,0,0,7.8958001,0,0,"[20, 40)",Mr,0,0,1
505,1,3,1,21,0,0,7.6500001,0,0,"[20, 40)",Miss,0,0,1
506,1,3,0,28,0,0,7.7750001,0,0,"[20, 40)",Mr,0,0,1
507,0,3,0,38,0,0,7.8958001,0,0,"[20, 40)",Mr,0,0,1
508,1,3,1,34,1,0,24.15,1,1,"[20, 40)",Miss,0,1,0
509,0,1,0,47,0,0,52.0,0,0,"[40, 60)",Mr,0,0,1
510,0,3,1,14,1,0,14.4542,1,1,"[0, 20)",Miss,1,0,0
511,0,3,0,22,0,0,8.0500002,0,0,"[20, 40)",Mr,0,0,1
512,0,3,1,20,1,0,9.8249998,1,1,"[20, 40)",Miss,0,0,1
513,0,3,1,17,0,0,14.4583,0,0,"[0, 20)",Miss,1,0,0
514,0,3,0,21,0,0,7.9250002,0,0,"[20, 40)",Mr,0,0,1
515,0,3,0,70,0,0,7.75,0,0,"[60, 80)",Mr,0,1,0
516,0,2,0,29,1,0,21.0,1,1,"[20, 40)",Mr,0,0,1
517,0,1,0,24,0,1,247.5208,1,1,"[20, 40)",Mr,1,0,0
518,0,3,1,2,4,2,31.275,6,0,"[0, 20)",Miss,0,0,1
519,0,2,0,21,2,0,73.5,2,0,"[20, 40)",Mr,0,0,1
520,0,3,0,30,0,0,8.0500002,0,0,"[20, 40)",Mr,0,0,1
521,0,2,0,32,1,0,30.070801,1,1,"[20, 40)",Mr,1,0,0
522,1,2,1,32,0,0,13.0,0,0,"[20, 40)",Miss,0,0,1
523,0,1,0,54,0,1,77.287498,1,1,"[40, 60)",Mr,0,0,1
524,1,3,0,12,1,0,11.2417,1,1,"[0, 20)",Master,1,0,0
525,0,3,0,35,0,0,7.75,0,0,"[20, 40)",Mr,0,1,0
526,1,3,0,24,0,0,7.1416998,0,0,"[20, 40)",Mr,0,0,1
527,1,3,1,25,1,1,22.358299,2,0,"[20, 40)",Miss,1,0,0
528,0,3,0,45,0,0,6.9749999,0,0,"[40, 60)",Mr,0,0,1
529,0,3,0,33,0,0,7.8958001,0,0,"[20, 40)",Mr,1,0,0
530,0,3,0,20,0,0,7.0500002,0,0,"[20, 40)",Mr,0,0,1
531,0,3,1,47,1,0,14.5,1,1,"[40, 60)",Mrs,0,0,1
532,1,2,1,29,1,0,26.0,1,1,"[20, 40)",Mrs,0,0,1
533,0,3,1,30,0,0,8.6625004,0,0,"[20, 40)",Miss,0,0,1
534,1,2,1,7,0,2,26.25,2,0,"[0, 20)",Miss,0,0,1
535,0,1,0,45,0,0,26.549999,0,0,"[40, 60)",Valued Profession,0,0,1
536,1,1,1,30,0,0,106.425,0,0,"[20, 40)",Miss,1,0,0
537,0,3,0,23,0,0,14.5,0,0,"[20, 40)",Mr,0,0,1
538,1,1,1,22,0,2,49.5,2,0,"[20, 40)",Miss,1,0,0
539,1,1,1,36,0,2,71.0,2,0,"[20, 40)",Miss,0,0,1
540,0,3,1,9,4,2,31.275,6,0,"[0, 20)",Miss,0,0,1
541,0,3,1,11,4,2,31.275,6,0,"[0, 20)",Miss,0,0,1
542,1,2,0,32,1,0,26.0,1,1,"[20, 40)",Mr,0,0,1
543,0,1,0,50,1,0,106.425,1,1,"[40, 60)",Mr,1,0,0
544,0,1,0,64,0,0,26.0,0,0,"[60, 80)",Mr,0,0,1
545,1,2,1,19,1,0,26.0,1,1,"[0, 20)",Mrs,0,0,1
546,1,2,0,32,0,0,13.8625,0,0,"[20, 40)",Mr,1,0,0
547,0,3,0,33,1,1,20.525,2,0,"[20, 40)",Mr,0,0,1
548,1,2,0,8,1,1,36.75,2,0,"[0, 20)",Master,0,0,1
549,1,1,0,17,0,2,110.8833,2,0,"[0, 20)",Mr,1,0,0
550,0,2,0,27,0,0,26.0,0,0,"[20, 40)",Mr,0,0,1
551,0,3,0,26,0,0,7.8291998,0,0,"[20, 40)",Mr,0,1,0
552,1,3,0,22,0,0,7.2249999,0,0,"[20, 40)",Mr,1,0,0
553,1,3,1,22,0,0,7.7750001,0,0,"[20, 40)",Miss,0,0,1
554,0,1,0,62,0,0,26.549999,0,0,"[60, 80)",Mr,0,0,1
555,1,1,1,48,1,0,39.599998,1,1,"[40, 60)",Valued Profession,1,0,0
556,0,1,0,38,0,0,227.52499,0,0,"[20, 40)",Mr,1,0,0
557,1,1,1,39,1,1,79.650002,2,0,"[20, 40)",Mrs,0,0,1
558,1,3,1,36,1,0,17.4,1,1,"[20, 40)",Mrs,0,0,1
559,0,3,0,35,0,0,7.75,0,0,"[20, 40)",Mr,0,1,0
560,0,3,0,40,0,0,7.8958001,0,0,"[40, 60)",Mr,0,0,1
561,0,2,0,28,0,0,13.5,0,0,"[20, 40)",Mr,0,0,1
562,0,3,0,30,0,0,8.0500002,0,0,"[20, 40)",Mr,0,0,1
563,0,3,1,30,0,0,8.0500002,0,0,"[20, 40)",Miss,0,0,1
564,0,3,0,24,2,0,24.15,2,0,"[20, 40)",Mr,0,0,1
565,0,3,0,19,0,0,7.8958001,0,0,"[0, 20)",Mr,0,0,1
566,0,3,1,29,0,4,21.075001,4,0,"[20, 40)",Mrs,0,0,1
567,0,3,0,22,0,0,7.2291999,0,0,"[20, 40)",Mr,1,0,0
568,1,3,0,32,0,0,7.8541999,0,0,"[20, 40)",Mr,0,0,1
569,1,2,0,62,0,0,10.5,0,0,"[60, 80)",Mr,0,0,1
570,1,1,1,53,2,0,51.479198,2,0,"[40, 60)",Mrs,0,0,1
571,1,1,0,36,0,0,26.387501,0,0,"[20, 40)",Mr,0,0,1
572,1,3,1,35,0,0,7.75,0,0,"[20, 40)",Miss,0,1,0
573,0,3,0,16,0,0,8.0500002,0,0,"[0, 20)",Mr,0,0,1
574,0,3,0,19,0,0,14.5,0,0,"[0, 20)",Mr,0,0,1
575,1,2,1,34,0,0,13.0,0,0,"[20, 40)",Miss,0,0,1
576,1,1,1,39,1,0,55.900002,1,1,"[20, 40)",Mrs,0,0,1
577,0,3,1,19,1,0,14.4583,1,1,"[0, 20)",Mrs,1,0,0
578,1,3,0,32,0,0,7.9250002,0,0,"[20, 40)",Mr,0,0,1
579,1,2,1,25,1,1,30.0,2,0,"[20, 40)",Miss,0,0,1
580,1,1,1,39,1,1,110.8833,2,0,"[20, 40)",Mrs,1,0,0
581,0,2,0,54,0,0,26.0,0,0,"[40, 60)",Mr,0,0,1
582,0,1,0,36,0,0,40.125,0,0,"[20, 40)",Mr,1,0,0
583,0,3,0,29,0,0,8.7124996,0,0,"[20, 40)",Mr,1,0,0
584,1,1,1,18,0,2,79.650002,2,0,"[0, 20)",Miss,0,0,1
585,0,2,0,47,0,0,15.0,0,0,"[40, 60)",Mr,0,0,1
586,1,1,0,60,1,1,79.199997,2,0,"[60, 80)",Mr,1,0,0
587,0,3,0,22,0,0,8.0500002,0,0,"[20, 40)",Mr,0,0,1
588,0,3,0,30,0,0,8.0500002,0,0,"[20, 40)",Mr,0,0,1
589,0,3,0,35,0,0,7.125,0,0,"[20, 40)",Mr,0,0,1
590,1,1,1,52,1,0,78.266701,1,1,"[40, 60)",Mrs,1,0,0
591,0,3,0,47,0,0,7.25,0,0,"[40, 60)",Mr,0,0,1
592,0,3,1,27,0,2,7.75,2,0,"[20, 40)",Miss,0,1,0
593,0,2,0,37,1,0,26.0,1,1,"[20, 40)",Mr,0,0,1
594,0,3,0,36,1,1,24.15,2,0,"[20, 40)",Mr,0,0,1
595,1,2,1,26,0,0,33.0,0,0,"[20, 40)",Miss,0,0,1
596,0,3,0,49,0,0,0.0,0,0,"[40, 60)",Mr,0,0,1
597,0,3,0,29,0,0,7.2249999,0,0,"[20, 40)",Mr,1,0,0
598,1,1,0,49,1,0,56.929199,1,1,"[40, 60)",Valued Profession,1,0,0
599,1,2,1,24,2,1,27.0,3,0,"[20, 40)",Mrs,0,0,1
600,0,3,0,27,0,0,7.8958001,0,0,"[20, 40)",Mr,0,0,1
601,0,1,0,37,0,0,42.400002,0,0,"[20, 40)",Mr,0,0,1
602,0,3,0,44,0,0,8.0500002,0,0,"[40, 60)",Mr,0,0,1
603,1,1,0,35,0,0,26.549999,0,0,"[20, 40)",Mr,1,0,0
604,0,3,0,36,1,0,15.55,1,1,"[20, 40)",Mr,0,0,1
605,0,3,0,30,0,0,7.8958001,0,0,"[20, 40)",Mr,0,0,1
606,1,1,0,27,0,0,30.5,0,0,"[20, 40)",Mr,0,0,1
607,1,2,1,22,1,2,41.579201,3,0,"[20, 40)",Mrs,1,0,0
608,1,1,1,40,0,0,153.46249,0,0,"[40, 60)",Miss,0,0,1
609,0,3,1,39,1,5,31.275,6,0,"[20, 40)",Mrs,0,0,1
610,0,3,0,28,0,0,7.0500002,0,0,"[20, 40)",Mr,0,0,1
611,1,3,1,33,1,0,15.5,1,1,"[20, 40)",Miss,0,1,0
612,0,3,0,35,0,0,7.75,0,0,"[20, 40)",Mr,0,1,0
613,0,3,0,35,0,0,8.0500002,0,0,"[20, 40)",Mr,0,0,1
614,1,2,1,24,1,2,65.0,3,0,"[20, 40)",Miss,0,0,1
615,0,3,0,34,1,1,14.4,2,0,"[20, 40)",Mr,0,0,1
616,0,3,1,26,1,0,16.1,1,1,"[20, 40)",Mrs,0,0,1
617,1,2,1,4,2,1,39.0,3,0,"[0, 20)",Miss,0,0,1
618,0,2,0,26,0,0,10.5,0,0,"[20, 40)",Mr,0,0,1
619,0,3,0,27,1,0,14.4542,1,1,"[20, 40)",Mr,1,0,0
620,1,1,0,42,1,0,52.554199,1,1,"[40, 60)",Mr,0,0,1
621,1,3,0,20,1,1,15.7417,2,0,"[20, 40)",Mr,1,0,0
622,0,3,0,21,0,0,7.8541999,0,0,"[20, 40)",Mr,0,0,1
623,0,3,0,21,0,0,16.1,0,0,"[20, 40)",Mr,0,0,1
624,0,1,0,61,0,0,32.320801,0,0,"[60, 80)",Mr,0,0,1
625,0,2,0,57,0,0,12.35,0,0,"[40, 60)",Valued Profession,0,1,0
626,1,1,1,21,0,0,77.958298,0,0,"[20, 40)",Miss,0,0,1
627,0,3,0,26,0,0,7.8958001,0,0,"[20, 40)",Mr,0,0,1
628,0,3,0,20,0,0,7.7333002,0,0,"[20, 40)",Mr,0,1,0
629,1,1,0,80,0,0,30.0,0,0,,Mr,0,0,1
630,0,3,0,51,0,0,7.0542002,0,0,"[40, 60)",Mr,0,0,1
631,1,1,0,32,0,0,30.5,0,0,"[20, 40)",Valued Profession,1,0,0
632,0,1,0,39,0,0,0.0,0,0,"[20, 40)",Mr,0,0,1
633,0,3,1,9,3,2,27.9,5,0,"[0, 20)",Miss,0,0,1
634,1,2,1,28,0,0,13.0,0,0,"[20, 40)",Miss,0,0,1
635,0,3,0,32,0,0,7.9250002,0,0,"[20, 40)",Mr,0,0,1
636,0,2,0,31,1,1,26.25,2,0,"[20, 40)",Mr,0,0,1
637,0,3,1,41,0,5,39.6875,5,0,"[40, 60)",Mrs,0,0,1
638,0,3,0,26,1,0,16.1,1,1,"[20, 40)",Mr,0,0,1
639,0,3,0,20,0,0,7.8541999,0,0,"[20, 40)",Mr,0,0,1
640,1,1,1,24,0,0,69.300003,0,0,"[20, 40)",Miss,1,0,0
641,0,3,1,2,3,2,27.9,5,0,"[0, 20)",Miss,0,0,1
642,1,3,0,29,0,0,56.4958,0,0,"[20, 40)",Mr,0,0,1
643,1,3,1,0,2,1,19.258301,3,0,"[0, 20)",Miss,1,0,0
644,1,1,0,48,1,0,76.729202,1,1,"[40, 60)",Mr,1,0,0
645,0,3,0,19,0,0,7.8958001,0,0,"[0, 20)",Mr,0,0,1
646,1,1,0,56,0,0,35.5,0,0,"[40, 60)",Valued Profession,1,0,0
647,0,3,0,32,0,0,7.5500002,0,0,"[20, 40)",Mr,0,0,1
648,1,3,1,23,0,0,7.5500002,0,0,"[20, 40)",Miss,0,0,1
649,0,3,0,27,0,0,7.8958001,0,0,"[20, 40)",Mr,0,0,1
650,1,2,1,18,0,1,23.0,1,1,"[0, 20)",Miss,0,0,1
651,0,3,0,21,0,0,8.4333,0,0,"[20, 40)",Mr,0,0,1
652,1,3,1,26,0,0,7.8291998,0,0,"[20, 40)",Miss,0,1,0
653,0,3,1,18,0,0,6.75,0,0,"[0, 20)",Miss,0,1,0
654,0,2,0,24,2,0,73.5,2,0,"[20, 40)",Mr,0,0,1
655,0,3,0,27,0,0,7.8958001,0,0,"[20, 40)",Mr,0,0,1
656,0,3,1,32,1,1,15.5,2,0,"[20, 40)",Mrs,0,1,0
657,0,2,0,23,0,0,13.0,0,0,"[20, 40)",Mr,0,0,1
658,0,1,0,58,0,2,113.275,2,0,"[40, 60)",Mr,1,0,0
659,1,1,0,50,2,0,133.64999,2,0,"[40, 60)",Valued Profession,0,0,1
660,0,3,0,40,0,0,7.2249999,0,0,"[40, 60)",Mr,1,0,0
661,0,1,0,47,0,0,25.5875,0,0,"[40, 60)",Mr,0,0,1
662,0,3,0,36,0,0,7.4958,0,0,"[20, 40)",Mr,0,0,1
663,1,3,0,20,1,0,7.9250002,1,1,"[20, 40)",Mr,0,0,1
664,0,2,0,32,2,0,73.5,2,0,"[20, 40)",Mr,0,0,1
665,0,2,0,25,0,0,13.0,0,0,"[20, 40)",Mr,0,0,1
666,0,3,0,28,0,0,7.7750001,0,0,"[20, 40)",Mr,0,0,1
667,0,3,0,43,0,0,8.0500002,0,0,"[40, 60)",Mr,0,0,1
668,1,1,1,39,1,0,52.0,1,1,"[20, 40)",Mrs,0,0,1
669,1,2,1,40,1,1,39.0,2,0,"[40, 60)",Mrs,0,0,1
670,0,1,0,31,1,0,52.0,1,1,"[20, 40)",Mr,0,0,1
671,0,2,0,70,0,0,10.5,0,0,"[60, 80)",Mr,0,0,1
672,1,2,0,31,0,0,13.0,0,0,"[20, 40)",Mr,0,0,1
673,0,2,0,35,0,0,0.0,0,0,"[20, 40)",Mr,0,0,1
674,0,3,0,18,0,0,7.7750001,0,0,"[0, 20)",Mr,0,0,1
675,0,3,0,24,0,0,8.0500002,0,0,"[20, 40)",Mr,0,0,1
676,1,3,1,18,0,0,9.8416996,0,0,"[0, 20)",Miss,0,0,1
